mutant_id,program,operator,before,after,label
76213e55ec1cc92ee37d7ae119ee6c7d155df622,Carsimulator.c,AOIS,fdist = fdist + (fspeed/36.0)/ticksPerSecond;,fdist = fdist-- + (fspeed/36.0)/ticksPerSecond;,1
76224afb41e58d37e274d35c0321e6ce3fa61f8b,Replace.c,ABSI,*i = *i + 1;,*i = abs(*i) + 1;,1
762d71ff3bdbc10294f1c6fc15c5d98629c3e063,QuickSort.java,AORB,"quicksort( data, 0, data.length - 2 );","quicksort( data, 0, data.length * 2 );",0
76426a0b573f608e6b440805680769083a0cb595,Flex.c,ABSI,input_files = argv; tblsiz = tblsiz + csize;,input_files = abs(argv); tblsiz = abs(tblsiz) + csize;,1
76497db716451c74b74f33921d2a0297eebd1683,ArrayUtils.java,AORB,int newSize = endIndexExclusive - startIndexInclusive;,int newSize = endIndexExclusive * startIndexInclusive;,0
765759a50905ae316a4138885421001aa4b05c7b,Defroster.c,AORB,if ( We1_BA_DEF_ev_ctr2 + We1_BA_DEF_ev_ctr3 + We1_BA_DEF_ev_ctr5 == 1024),if ( We1_BA_DEF_ev_ctr2 + We1_BA_DEF_ev_ctr3 - We1_BA_DEF_ev_ctr5 == 1024),1
7661ff7a73533636a6c960a388aac42227d7f39f,Triangle.java,ROR,if (trian == 0) {,if (trian >= 0) {,0
767031b46ff45c081cf35eebebdca833cf3e4269,Triangle.java,AORB,trian = trian + 1;,trian = trian / 1;,0
7696f9aa00293f54fcbf267e0eff6f694d9d241e,Triangle.java,,if (a + b < c || a + c < b || b + c < a) {,if ((a + b < c || a + c < b) != b + c < a) {,0
76b91762d2723cef533cbdc524556a829afb6fbf,Triangle.java,AOIS,if (b == c) {,if (b++ == c) {,0
76c11cbe7fed106f9fd1cf0342a5a4999225ee76,Triangle.java,AOIS,if (a + b < c || a + c < b || b + c < a) {,if (a + ++b < c || a + c < b || b + c < a) {,0
76c3e934863819cdb4e6f9ac55516b36e1c5fea9,Triangle.java,AOIS,if (a + b < c || a + c < b || b + c < a) {,if (a + b < c || a + c < b || b + c < a++) {,1
76d65f5ade20be61230f3a463b2b680434341e55,Triangle.java,CDL,if (trian == 1 && a + b > c) {,if (true && a + b > c) {,0
76e8c83d3f5311a265c8df124bc786666e26e86a,Defroster.java,AOIS,if ( request > 0 && ( error_e == 0)),if ( request > 0 && ( error_e-- == 0)),1
7730e61a9351c2a9ee3c2d5260c1adf7b8fa32b8,Vector3D.java,AORB,"return new Vector3D(inverse * y, -inverse * x, 0);","return new Vector3D(inverse / y, -inverse * x, 0);",0
77355dbd95a47ca91ad82b03c19eb54ba99e7d5c,Space.c,ROR,if (p == NULL) {,if (p <= NULL) {,1
774341d2a9e590056f598d361a809d0482b9a332,Defroster.java,AORB,if ( We1_BA_DEF_ev_ctr2 + We1_BA_DEF_ev_ctr3 + We1_BA_DEF_ev_ctr5 == 1024),if ( We1_BA_DEF_ev_ctr2 - We1_BA_DEF_ev_ctr3 + We1_BA_DEF_ev_ctr5 == 1024),1
774ca8a4d06ffba524f0ca52feb62f1cbfc5e2d7,Space.c,ROR,"if (GetUName(groupname, curr_ptr) != 0) {","if (GetUName(groupname, curr_ptr) > 0) {",1
7786c5442b325f562abc0d405eee7079b6c2d94d,Bisect.java,AOIS,diff = x * x - N;,diff = x * --x - N;,0
77c67c49f6e5b28ac201fe5efe44e2a53558ba2a,ArrayUtils.java,AORB,int newSize = endIndexExclusive - startIndexInclusive;,int newSize = endIndexExclusive / startIndexInclusive;,0
77ceb441eed22f6520065e1c546c2c9435f78201,Triangle.java,AORB,if (trian == 1 && a + b > c) {,if (trian == 1 && a * b > c) {,0
77df9c3f31a1a8aee3344018c7e35cbe0c0065a4,Triangle.java,LOI,if (trian == 1 && a + b > c) {,if (trian == 1 && ~a + b > c) {,0
77ea7e421ef5b4e97cebae6036e3ca770303da3c,Simulator.java,AORB,float nAifsd = sifs + 2 * slot;,float nAifsd = sifs - 2 * slot;,1
77fa49c7112c620621147a416e68c06ab71006b8,Triangle.java,CDL,if (a <= 0 || b <= 0 || c <= 0) {,if (c <= 0) {,0
7812f6f91b0f922da1c419e3a560378b52ce0b36,ArrayUtils.java,AORB,startIndex = array.length - 1;,startIndex = array.length % 1;,0
7812ffa2c1d0e5982713718aa06c69b3f4e07c19,Triangle.java,AORB,if (trian == 3 && b + c > a) {,if (trian == 3 && false) {,0
781d4d9b55a1a64e34a3d35afa5434e3591849cb,Replace.c,AOIS,Caseerror(pat[n]);,Caseerror(pat[n--]);,1
784e601d601d0efb699a0f1e5e21872b41a6852b,Triangle.java,AORB,trian = trian + 2;,trian = trian * 2;,0
785e2e681718e682740fcc382872f3b07b550865,Triangle.java,SEOI,if (a == b) {,if (!(a == b)) {,0
785f9448062fe92af640832049262bdb6aa1e2f8,Vector3D.java,AODU,if ((x >= -threshold) && (x <= threshold)) {,if ((x <= threshold)) {,1
786471e7eca8309ec48ca7f977fcf42a1472e0d5,ArrayUtils.java,ROR,} else if (startIndex >= array.length) {,} else if (startIndex == array.length) {,0
7864806237b9cd8fe9d38a8348a8a50cf99d5943,Profit.c,AOIS,bonus=bonus4+(i-400000)*0.03;,bonus=bonus4+(i++-400000)*0.03;,1
7885138caec3791c638d71c94f7f2ec66b5af21f,Triangle.java,ROR,if (a + b < c || a + c < b || b + c < a) {,if (a + b > c || a + c < b || b + c < a) {,0
7894ab7d199f35c16a40a14bd726dada9ba542b2,Defroster.java,AOIS,if ( ControlElement_DEF > 0),if ( ControlElement_DEF++ > 0),1
78a51bc788161fc1e477721ff295093ec5060001,Triangle.java,SEOR,if (trian > 3) {,if (trian != 3) {,0
78be4a66298a5fa64c829694298a88466fff31ac,Calendar.c,ROR,if(year% 4==0 && year%100 != 0 || year%400==0),if(year% 4==0 && year%100 > 0 || year%400==0),0
7920ed5e6f9fe011840b05566bf27e8a2eeda073,Defroster.c,ROR,if (( request == 0) && ( error_e == 0)),if (( request == 0) && ( error_e <= 0)),1
79409f55402368e1ac0d69677dcbc5bd872efa48,Bisect.java,AOIS,x = (M + x) / 2;,x = (++M + x) / 2;,1
794fb1598d69eb821b35bb128b37b6ab03eedaf7,Calendar.c,AOIS,if(year% 4==0 && year%100 != 0 || year%400==0),if(year% 4==0 && year%100 != 0 || year--%400==0),1
7988a0a2c2f441e8fa59015c5d26b0c76f955464,Profit.c,AOIS,bonus=bonus4+(i-400000)*0.03;,bonus=bonus4+(++i-400000)*0.03;,0
7989802492dccefce0e82e0c74c8dd1204d889fc,Triangle.c,ROR,else if(a==b&&b==c),else if(a>=b&&b==c),1
7993f94488e5426e1beb5bcee345688c4e0c2d7c,Vector3D.java,AORB,double inverse  = 1 / Math.sqrt(x * x + y * y);,double inverse  = 1 / Math.sqrt(x * x * (y * y));,0
79b695b0eb0a59e39fed69bf522cdd91ebce8700,Defroster.java,AOIS,if (( We1_BA_DEF_ev_ctr0 >= ((  int ) 3250 )) && error_e > 0 && confirmation_e > 0),if (( We1_BA_DEF_ev_ctr0 >= ((  int ) 3250 )) && error_e > 0 && confirmation_e-- > 0),1
79b8abeced7b8ec1d191ab9d62adf591a279e04c,Defroster.c,ROR,if (( We1_BA_DEF_ev_ctr0 >= (( signed short ) 3250 )) && error_e > 0 && confirmation_e > 0),if (( We1_BA_DEF_ev_ctr0 >= (( signed short ) 3250 )) && error_e > 0 && confirmation_e <= 0),1
79cf902c9f8f09e534d3e1c5e2333b3627846a9b,ArrayUtils.java,CR,for (int i = startIndex; i >= 0; i--) {,for (int i = startIndex; i >= 1; i--) {,0
79f5f8f5d48d1734d2cdf8e7ba5430d800e38613,Triangle.java,AOIU,if (trian == 1 && a + b > c) {,if (trian == -1 && a + b > c) {,0
79ff6fea63f45fbcd3ec224515cf9b556070c85c,Triangle.java,SEOR,if (trian == 2 && a + c > b) {,if (trian == 2 || a + c > b) {,0
7a0949c9e403f089979fc7ccc2eb9cba89f776bf,Triangle.java,,if (trian == 2 && a + c > b) {,if (trian == 2 && false) {,0
7a1482f95a6f62573f68ca7fa91f25b998a01330,WordUtils.java,AORB,java.lang.StringBuffer wrappedLine = new java.lang.StringBuffer( inputLineLength + 32 );,java.lang.StringBuffer wrappedLine = new java.lang.StringBuffer( inputLineLength * 32 );,1
7a1d5e47fd3d6a4f396f895ba3d98a27a37e4696,Make.c,ABSI,"return !strcmp (name, mem);","return !strcmp (abs(name), mem);",1
7a1f9036c32f45b4b77fcc28c53a3e5b9efe9a9d,Bisect.java,ADL,x = (m + x) / 2;,,0
7a3dfd38ec2b821f4719949a9592e22d633503b3,Bisect.java,AOIS,x = (m + x) / 2;,x = (++m + x) / 2;,0
7a5420dc95a893405174cac84d6933ab9c7d2975,Flex.c,ROR,if ( i != 1 ),if ( i > 1 ),1
7a69140d3d82886ec54077a407bddd1d51f7f572,Hashmap.c,ABSI,hashmap_free(m);,hashmap_free(abs(m));,1
7a7e49e9192baadcdc88879102f9503b42dc7fba,Flex.c,ABSI,csize = DEFAULT_CSIZE;,csize = abs(DEFAULT_CSIZE);,1
7a86e17b72f087c51c835f2dfcc6b2f4c50bf4e2,Defroster.java,AORB,if (( We1_BA_DEF_ev_ctr2 ) - ( We1_BA_DEF_ev_ctr3 ) - ( We1_BA_DEF_ev_ctr5 ) == 1024),if (( We1_BA_DEF_ev_ctr2 ) - ( We1_BA_DEF_ev_ctr3 ) + ( We1_BA_DEF_ev_ctr5 ) == 1024),1
7ac340080d3f09a1c68866778e4afc14c1cfcb51,Space.c,AOIS,word[i] = ch;,word[i] = ch++;,1
7b3d9a80cd75edb289867f1106f7c7571ed85734,Triangle.java,SEOI,if (trian == 2 && a + c > b) {,if (!(trian == 2 && a + c > b)) {,0
7b4264eff2d5fa19dfe8cb926fbbfffcc5b58143,ArrayUtils.java,AOIU,startIndexInclusive = 0;,startIndexInclusive = -1;,0
7b492d7c8ebbbeb93043df7a489fc5c9d8b1420f,Replace.c,AOIS,lastj = lj;,lastj = lj++;,1
7b778198443cd2ed0758f0da783ea363d2b825b5,Triangle.java,AORB,if (a + b < c || a + c < b || b + c < a) {,if (a + b < c || a * c < b || b + c < a) {,0
7ba4eebe6f30dce95be4fd43e6fec5507a0c31b0,Space.c,ABSI,putchar(ch);,putchar(abs(ch));,1
7ba5fbbe32bf1619e9613f21fe4fb39ffe55291d,Profit.c,AOIS,else if(i<=600000),else if(i++<=600000),0
7bb47f84b807287fff081488b4b6088841892524,Hashmap.c,ROR,if (in_use == 1){,if (in_use >= 1){,1
7bc0458fe44645183b2608d5973d08b53caf467d,Mid.java,ROR,if (a < c) {,if (a <= c) {,1
7bc40f5e70e18964de4d01f49e62ed0c2b611432,Triangle.java,AOIS,trian = trian + 1;,trian = ++trian + 1;,0
7be0f4f7e5c417507668bd5ecbc41012b3b48e3e,ArrayUtils.java,CR,"map.put(entry[0], entry[1]);","map.put(entry[1], entry[1]);",0
7be6739ee4dd595781e3e1bad5df0fb21ac9234a,QuickSort.java,ROR,if (lower < upper) {,if (lower >= upper) {,0
7bf0e12e286f17c465934f09e29cf1d2cbb8405b,QuickSort.java,AORB,if (first < upper - 1) {,if (first < upper * 1) {,0
7bf56dcc501340288ccd46a6604fd4be8501437a,ArrayUtils.java,ROR,if (startIndex < 0) {,if (startIndex <= 0) {,0
7bf9f2b03c8c432aaf03c885c66a25f699d0dc9b,WordUtils.java,CDL,if (wrapLength < 1) {,if (false) {,0
7c27a09ffddbf5f70a58dff22f66b672fff6bdd9,Triangle.java,CDL,if (a <= 0 || b <= 0 || c <= 0) {,if (a <= 0 || b <= 0) {,0
7c27cd8563ba96de625601d0c10169d7463f436d,Replace.c,AOIU,"junk = addstr(DASH, dest, j, maxset);","junk = addstr(DASH, dest, j, abs(maxset));",1
7c3a6f73b8cdec30a781c2d5b82ac477f46181d6,ArrayUtils.java,ROD,if (array == null) {,if (false) {,0
7c5047e6011efeb12a6314e81bfe0115607a6810,Simulator.java,ROR,for (int i = 0; i < nodesList.size(); i++) {,for (int i = 0; i != nodesList.size(); i++) {,1
7c59902d11c756aa7f4893ab80585184f85da23c,Triangle.java,AOIS,if (b == c) {,if (b == --c) {,0
7c6c2411ee2ac4d075edeae8092f769e576aa27d,ArrayUtils.java,AORB,startIndex = array.length - 1;,startIndex = array.length / 1;,0
7c759dcc7721ae0fa99d55ca95cc583530d8ed12,XmlFriendlyNameCoder.java,ROD,if (s == null) {,if (false) {,0
7c987a72bd98551739df01526826192415f3548e,ArrayUtils.java,AORB,double min = valueToFind - tolerance;,double min = valueToFind + tolerance;,0
7d07873386f82946f055c7c6ba60bdfb724899ad,Triangle.java,,if (a <= 0 || b <= 0 || c <= 0) {,if (a <= -1 || b <= -1 || c <= -1) {,0
7d1aa6317b2a521115276243dc9d469b8038c176,Triangle.java,AOIS,if (a + b < c || a + c < b || b + c < a) {,if (a + b < c-- || a + c < b || b + c < a) {,0
7d1def559ebe1ca160a1a3dfd388d6bb3ef86090,Bisect.java,AORB,x = (m + x) / 2;,x = m + x - 2;,0
7d1fcd0c34782660bd9f49de56d196d8b46db1aa,Triangle.java,AORB,if (a + b < c || a + c < b || b + c < a) {,if (a + b < c || a + c < b || b * c < a) {,0
7d24d08bb2a4ea6d67a195ee0d78b246812f7758,Vector3D.java,AORB,"return new Vector3D(0, inverse * z, -inverse * y);","return new Vector3D(0, inverse * z, -inverse / y);",0
7d25216a17fd97ab918f20cc30194003dbcfb600,Hashmap.c,AOIS,"status = hashmap_put(m, curr[i].key, curr[i].data);","status = hashmap_put(m, curr[i].key--, curr[i].data);",1
7d389989d3d31906bb52a53ed7d18b0ffdae49ae,QuickSort.java,AOIU,"quicksort( data, upper + 1, last );","quicksort( data, -upper + 1, last );",0
7d4318ea6cece438bd3a5b537d3a5ae69b3df9f8,Triangle.java,AOIS,if (a + b < c || a + c < b || b + c < a) {,if (a + --b < c || a + c < b || b + c < a) {,0
7d4a2b6d340154cd4c5675b370244fbb597d84d3,Insert.java,AOIS,if (number >= end) {,if (number >= end--) {,1
7d4f7ac3ff5cef80698489c22fa3da70a046cbcb,WordUtils.java,CR,for (int i = 0; i < strLen; i++) {,for (int i = 1; i < strLen; i++) {,0
7d55eecbd0589dcba8a1a846f30d3d0973411ba0,Triangle.java,AOIS,if (trian > 3) {,if (++trian > 3) {,0
7d8faa502cdf0f6dc728daa15b07356e1966dd45,Triangle.java,AOIS,if (a + b < c || a + c < b || b + c < a) {,if (a + b < c || a + c < b || b + ++c < a) {,0
7dcd246fe822635bb6ba31b6c1ee65793676ba99,Triangle.java,ROR,if (a + b < c || a + c < b || b + c < a) {,if (a + b < c || a + c == b || b + c < a) {,0
7dd7bab418c3950a48c43ba65b4e68402fa4c66f,Triangle.java,LOI,return INVALID;,return ~INVALID;,0
7ddaffc59ce24e8e15dbb35406260ddd3aa2d87e,Profit.c,AOIS,bonus=bonus1+(i-100000)*0.075;,bonus=bonus1--+(i-100000)*0.075;,1
7de371d3e53e2e90edd91f3644923efc0ccc62e4,Triangle.java,AORB,if (trian == 3 && b + c > a) {,if (trian == 3 && true) {,0
7de85bb6cc9d24a57cfbff09474715612c93e919,Triangle.java,AORB,if (trian == 3 && b + c > a) {,if (trian == 3 && b > a) {,0
7dfb331763c8608fbc29918e9ccbd55c1679240e,Replace.c,ABSI,"junk = addstr(NCCL, pat, j, MAXPAT);","junk = addstr(NCCL, abs(pat), j, MAXPAT);",1
7e09a2e8d0e041d2382cc9b7af68c3a150ce3e27,Triangle.java,,if (a == c) {,if (false) {,0
7e0e2d0ad9a6b1ac17fce853e3090048e842459a,Triangle.c,AOIS,else if(a==b||b==c),else if(a==b||b==c--),1
7e4bc95c574cb710b1f46568832d6aaa18ff25f1,Flex.c,ROR,if ( performance_report > 0 ),if ( performance_report != 0 ),1
7e528ef6ec4d0dfaaf76d73141f7e612b6e1ad2a,Carsimulator.c,ROR,if (throttle>0.0),if (throttle>=0.0),0
7e556f087860bba75912c5c994e4693a84c1bae9,Triangle.java,AORB,if (trian == 1 && a + b > c) {,if (trian == 1 && a / b > c) {,0
7e5f9eba1208fd88cac53931cbc9a660a7fe88c3,QuickSort.java,AORB,"quicksort( data, first, upper - 1 );","quicksort( data, first, upper / 1 );",0
7e6275f7a7078342538c8ef59ed6ac69aeac4106,Defroster.java,AOIS,if (( We1_BA_DEF_ev_ctr0 >= ((  int ) 3250 )) && error_e > 0 && confirmation_e > 0),if (( --We1_BA_DEF_ev_ctr0 >= ((  int ) 3250 )) && error_e > 0 && confirmation_e > 0),1
7e7fe906e47cbe85be9ee517a2446e34b688ba1b,QuickSort.java,ROR,while (bound < data[upper]) {,while (bound >= data[upper]) {,0
7ea62ec7b30bd388b0e5869b35254a0d951e39f8,Triangle.java,CDL,if (trian == 1 && a + b > c) {,if (false && a + b > c) {,0
7ec65cf440d73d50c8f9968f4a224408dbb2f653,Defroster.java,ROR,if (( We1_BA_DEF_ev_ctr1 >= ((  int ) 1000 )) && ( confirmation_e == 0 ) && ( ControlElement_DEF == 0 )),if (( We1_BA_DEF_ev_ctr1 >= ((  int ) 1000 )) && ( confirmation_e >= 0 ) && ( ControlElement_DEF == 0 )),1
7f04d20384848a5052ff2538f3196693a974ce70,ArrayUtils.java,AORB,startIndex = array.length - 1;,startIndex = array.length % 1;,0
7f319dc38b984808d8b7b3ee417ae1363197bd91,ArrayUtils.java,AOIU,startIndexInclusive = 0;,startIndexInclusive = -1;,0
7f36e83eb5da40fe29010b7b68fb7d21eb163e29,Triangle.java,CDL,if (trian == 2 && a + c > b) {,if (false && a + c > b) {,0
7f56c3f81e1a90ff621352fec33360c0bda8c26e,Triangle.java,AORB,if (trian == 2 && a + c > b) {,if (trian == 2 && a * c > b) {,0
7f8d3bff06b18ab61e890582cccf4019a9c8db04,XmlFriendlyNameCoder.java,AOIU,i += dollarReplacement.length() - 1;,i += dollarReplacement.length() - -1;,0
7f9a3c76b253180596944f5ffa51d708d58f1187,Triangle.java,AOIS,if (trian == 2 && a + c > b) {,if (--trian == 2 && a + c > b) {,0
7fb7280578ffaf0fba5cb6851097f31a3a2a695f,WordUtils.java,AODU,int delimLen = delimiters == null ? -1 : delimiters.length;,int delimLen = delimiters == null ? 1 : delimiters.length;,1
7fcec429189b14dab0858bfd22dab21930c3dcca,Defroster.c,AOIS,We1_BA_DEF = We1_BA_DEF_ev_ctr2 * We1_BA_DEF_ev_ctr2 - ( We1_BA_DEF_ev_ctr3 - 1000);,We1_BA_DEF = We1_BA_DEF_ev_ctr2 * We1_BA_DEF_ev_ctr2 - ( ++We1_BA_DEF_ev_ctr3 - 1000);,1
7fda7c955d4ce8c1b83fba1deebfc54e26e85854,ArrayUtils.java,AORB,int newSize = endIndexExclusive - startIndexInclusive;,int newSize = endIndexExclusive * startIndexInclusive;,0
7fe600aa8defc304173b92d6f4a36e4772e38ec1,Replace.c,AOIS,i = from;,i = from--;,1
8008c77881f695b9b04c9859adada63a8fdf56bd,Mid.java,ROR,if (a > c) {,if (a >= c) {,1
802aeb7e30225dc3b4ad9f1052cae07e4dabe229,Triangle.java,AORB,if (a + b < c || a + c < b || b + c < a) {,if (a + b < c || a + c < b || true) {,0
805b5cb7d2412c9a26a2fac79410936ae095b06d,Schedule.c,AOIS,return f_ele;,return f_ele++;,1
805b7112deea2972c98803ddc1f488b5a3b56c99,XmlFriendlyNameCoder.java,ROR,} else if (c == escapeReplacementFirstChar,} else if (c <= escapeReplacementFirstChar,1
806060253524f5fc58c912ff878768f03c57f935,Triangle.java,AORB,if (trian == 1 && a + b > c) {,if (trian == 1 && a - b > c) {,0
806b64ec503785ed65e052daa93216a21e45d406,QuickSort.java,LOI,if (first < upper - 1) {,if (~first < upper - 1) {,0
809b66ed5ca907c7d512c54b33afe61e30793dd2,QuickSort.java,ROR,while (lower <= upper) {,while (lower == upper) {,0
80afdf663c6cda1b9666af61e2005e94da66b1b1,WordUtils.java,AORB,"spaceToWrapAt = str.indexOf(' ', wrapLength + offset);","spaceToWrapAt = str.indexOf(' ', wrapLength * offset);",0
80b7151c751b00c14e3048a0b7200758298ef833,Defroster.c,AORB,if ( We1_BA_DEF_ev_ctr2 + We1_BA_DEF_ev_ctr3 + We1_BA_DEF_ev_ctr5 == 1024),if ( We1_BA_DEF_ev_ctr2 - We1_BA_DEF_ev_ctr3 + We1_BA_DEF_ev_ctr5 == 1024),1
80c43c96c70b249c63a74196ad30366f3bcb0e88,Triangle.java,ROR,if (trian == 1 && a + b > c) {,if (trian == 1 && a + b < c) {,0
80c5ef1e977bd27ff1604e045ad54706a2c648b7,Triangle.java,AORB,if (trian == 3 && b + c > a) {,if (trian == 3 && b - c > a) {,0
80e28c07390c7870439e5d8b6fdfbd2a92a1bfef,ArrayUtils.java,FCDL,"System.arraycopy(array, startIndexInclusive, subarray, 0, newSize);",;,0
80fbce634cb0c8e0739bd54f15257b20afd838c1,QuickSort.java,AORB,"swap( data, data.length - 1, max );","swap( data, data.length + 1, max );",0
8107dd380a2ceb860779fee9c314319ce3c91d59,ArrayUtils.java,CR,if (newSize <= 0) {,if (newSize <= 1) {,0
810da63a4090f132a532c61635545faf569142f6,Defroster.c,AOIS,if (( We1_BA_DEF_ev_ctr0 >= (( signed short ) 3250 )) && error_e > 0 && confirmation_e > 0),if (( We1_BA_DEF_ev_ctr0 >= (( signed short ) 3250 )) && error_e > 0 && ++confirmation_e > 0),1
814caf934a43ee10a17f72bbbe1d9d7e5b15a2e4,QuickSort.java,AOIU,"swap( data, first, (first + last) / 2 );","swap( data, first, (-first + last) / 2 );",0
81502ba8c9eb838ab94433a8e0f6089bdbd6d792,Triangle.java,ROD,if (a == c) {,if (false) {,0
816490bbe0d4429af581d5a2616b04eaccbc4029,Hashmap.c,AOIS,return key % m->table_size;,return key % m->table_size++;,1
817ee3d04d9aeab48e702b9ae67f265c457d55d3,Vector3D.java,ROR,} else if ((y >= -threshold) && (y <= threshold)) {,} else if ((y >= -threshold) && (y < threshold)) {,0
8183fdc02337e3efe4c6b9acaf3b382d83f98a2a,WordUtils.java,VDL,if (wrapLongWords) {,if (false) {,0
81857e2c67e003e76da32a123103745b5c533ede,Triangle.java,CR,if (trian == 1 && a + b > c) {,if (trian == 0 && a + b > c) {,0
818f8f5661ca1675e099080956b571c178fc2d51,Bisect.java,AOIS,double diff = x * x - N;,double diff = x * --x - N;,0
81b7ea6dc4dc46572f2a7b3ddbff24c663ae6e5e,ArrayUtils.java,ROR,if (startIndexInclusive < 0) {,if (startIndexInclusive <= 0) {,0
81cf647e6a4a9166282a7a5c3caa4da4d901f455,Bisect.java,AOIS,mResult = r;,mResult = --r;,0
81d2eef9dd428a4e8f30c1fef95ecff770bf73cb,Schedule.c,ABSI,a_list->first = a_ele;,a_list->first = abs(a_ele);,1
81d93de84022536292e007d36ba02f1baf22ed32,Triangle.java,ROR,if (b == c) {,if (b >= c) {,0
81dd8bf07c86b04d6fcaac065823240167e960cd,Triangle.java,SEOI,if (a <= 0 || b <= 0 || c <= 0) {,if (!(a <= 0) || b <= 0 || c <= 0) {,0
81e383c04b837bdba1eb268842283d9da797e794,Bisect.java,AORB,double diff = x * x - N;,double diff = x - N;,0
81e39ee9e9d65dc8c126a4b247724766c1ef6fe3,Defroster.java,AOIS,if (( We1_BA_DEF_ev_ctr1 >= ((  int ) 1000 )) && ( confirmation_e == 0 ) && ( ControlElement_DEF == 0 )),if (( We1_BA_DEF_ev_ctr1 >= ((  int ) 1000 )) && ( ++confirmation_e == 0 ) && ( ControlElement_DEF == 0 )),1
81e4c6efd2a795a5523aaece706fe8094354a1e1,ArrayUtils.java,ROD,if (valueToFind == array[i]) {,if (false) {,0
81e837a41a574f4aa6deb23e5a5194897528cf15,WordUtils.java,ROD,if (str == null || str.length() == 0 || delimLen == 0) {,if (str.length() == 0 || delimLen == 0) {,0
81f395fbfc5845cbd4622a37344699214a9d552e,ArrayUtils.java,ROD,if (array == null) {,if (false) {,0
820854aaaaf35d05604d8a1942519a095f26c925,Hashmap.c,ABSI,m->data = temp;,m->data = abs(temp);,1
8216c7ce4b7cfe19396bfec7efdb39481841ea35,Prime_number.c,AORB,k=sqrt(m+1);,k=sqrt(m/1);,1
822abab8d0db86faad00573499bcd1cd004de671,Defroster.c,ROR,if (( We1_BA_DEF_ev_ctr0 >= (( signed short ) 3250 )) && error_e > 0 && confirmation_e > 0),if (( We1_BA_DEF_ev_ctr0 >= (( signed short ) 3250 )) && error_e < 0 && confirmation_e > 0),1
8230c6976d0ef0192c5166b6f7269865cc9a334d,Profit.c,ROR,else if(i<=400000),else if(i<400000),1
827504f73144d6fb207895c0baeb52fce5ac5c71,ArrayUtils.java,AORB,startIndex = array.length - 1;,startIndex = array.length * 1;,0
827699ac34d19195ce8d631e9511b12855fb7384,ArrayUtils.java,AORB,startIndex = array.length - 1;,startIndex = array.length / 1;,0
82a989bea95196933ece94cbad0ce6fa17ca7729,Defroster.java,AOIS,if ( ! ( We1_BA_DEF == We1_BA_DEF_ev )),if ( ! ( We1_BA_DEF == We1_BA_DEF_ev++ )),1
82d34eb28902674abf69cd6f602c1b8c693f554d,Triangle.java,CR,if (trian == 3 && b + c > a) {,if (trian == 0 && b + c > a) {,0
82ee7a4aa49c6b6559f1320c138e60da39d3f1a5,Defroster.c,ROR,if (( We1_BA_DEF_ev_ctr0 >= (( signed short ) 3250 )) && error_e > 0 && confirmation_e > 0),if (( We1_BA_DEF_ev_ctr0 >= (( signed short ) 3250 )) && error_e <= 0 && confirmation_e > 0),1
82fbad8df92f06a9aef393c600b0422883e4486d,Triangle.java,ROR,if (trian > 3) {,if (trian == 3) {,0
83019a03087a549745d0e408f204be3002a0cfa5,ArrayUtils.java,AORB,int newSize = endIndexExclusive - startIndexInclusive;,int newSize = endIndexExclusive / startIndexInclusive;,0
83064e33851c7fcfd28af683a8692c8f9716733f,Flex.c,ABSI,input_files = argv; ecgroup[1] = NIL;,input_files = abs(argv); ecgroup[1] = abs(NIL);,1
831287e7a678603ee37eae97fce01aa1130625d6,Replace.c,ABSI,"junk = addstr(ENDSTR, pat, &j, MAXPAT);","junk = addstr(abs(ENDSTR), pat, &j, MAXPAT);",1
8335db3f78543d6e62c54cc584eee5bad653ed7f,Vector3D.java,ROD,} else if ((y >= -threshold) && (y <= threshold)) {,} else if ((y >= -threshold)) {,1
83361ff8f955359ea43894849283960e84f4cc66,ArrayUtils.java,CDL,for (int i = startIndex; i >= 0; i--) {,for (int i = startIndex; true; i--) {,0
836e932223d431a6e533e35756460068b117e316,Vector3D.java,AOIU,double inverse  = 1 / Math.sqrt(x * x + y * y);,double inverse  = -1 / Math.sqrt(x * x + y * y);,0
8378f94791cc1ceb01228d152a3de16195cc2df8,XmlFriendlyNameCoder.java,ROD,"if (c == dollarReplacementFirstChar && name.startsWith(dollarReplacement, i)) {","if (name.startsWith(dollarReplacement, i)) {",1
83796df7c630b8888f6c19796aded39e3e1560a1,ArrayUtils.java,AOIU,"System.arraycopy(array, startIndexInclusive, subarray, 0, newSize);","System.arraycopy(array, startIndexInclusive, subarray, -1, newSize);",0
837eedfe8943d42a94621164cdc41bc9f688a3fd,QuickSort.java,AOIS,if (data[max] < data[i]) {,if (data[max] < data[++i]) {,0
838802a35b2781c5a2b958a5cfc3688f1cf5a82f,Defroster.c,ROR,if (( We1_BA_DEF_ev_ctr0 >= (( signed short ) 3250 )) && error_e > 0 && confirmation_e > 0),if (( We1_BA_DEF_ev_ctr0 >= (( signed short ) 3250 )) && error_e > 0 && confirmation_e == 0),1
